RCV,city,city_ascii,city_alt,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,population_proper,density,source,military,incorporated,township,timezone,ranking,zips,id,age_median,age_under_10,age_10_to_19,age_20s,age_30s,age_40s,age_50s,age_60s,age_70s,age_over_80,male,female,married,divorced,never_married,widowed,family_size,family_dual_income,income_household_median,income_household_under_5,income_household_5_to_10,income_household_10_to_15,income_household_15_to_20,income_household_20_to_25,income_household_25_to_35,income_household_35_to_50,income_household_50_to_75,income_household_75_to_100,income_household_100_to_150,income_household_150_over,income_household_six_figure,income_individual_median,home_ownership,home_value,rent_median,rent_burden,education_less_highschool,education_highschool,education_some_college,education_bachelors,education_graduate,education_college_or_above,education_stem_degree,labor_force_participation,unemployment_rate,race_white,race_black,race_asian,race_native,race_pacific,race_other,race_multiple,hispanic,disabled,poverty,limited_english,commute_time,health_uninsured,veteran
,Rosedale,Rosedale,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.3266,-76.5084,19151,19151,1072,polygon,FALSE,FALSE,FALSE,America/New_York,3,21237 21206,1840005690,40.6,12.9,12.1,11.4,12.9,12.3,15.6,11.3,6.4,5.2,47.6,52.4,46.7,11.3,34,8,3.27,55.5,67614,1.2,2.4,3.6,2.6,3.5,7.5,14.7,21.3,14.2,20.6,8.4,29,33976,73.9,201266,1164,18.8,12.8,37.4,28.1,14.1,7.5,21.6,49.2,66.4,6.9,57.2,33.9,3.5,0.5,0,2.1,2.7,6.6,12,8.4,1.8,31.3,6.2,8.1
,Salisbury,Salisbury,,MD,Maryland,24045,Wicomico,24045,Wicomico,38.3755,-75.5867,106034,32807,924,polygon,FALSE,TRUE,FALSE,America/New_York,2,21802 21804 21801,1840006219,27.8,14.2,15.7,23.5,11.5,10.3,9.1,7.9,4.4,3.4,46.7,53.3,28.7,13.9,51.5,5.9,3.27,46.4,37416,3.4,5.3,5.9,8.9,9,12.6,16.1,18.1,9,8.4,3.2,11.6,21164,29,152731,1083,20.2,13.9,29.1,28.9,17,11.1,28.1,47,65.9,7.3,52.8,39.3,3.4,0.4,0.2,1.4,2.5,6.4,10.1,27.5,5.2,20.1,9.5,6.3
,Hyattsville,Hyattsville,,MD,Maryland,24033,Prince George's,24033,Prince George's,38.9612,-76.9548,18333,18333,2642,polygon,FALSE,TRUE,FALSE,America/New_York,2,20781 20782 20788,1840005975,34.2,14.2,12,16.7,18.4,12.1,12.7,8.3,4.1,1.6,49.1,50.9,38.9,13.2,44.9,3,3.47,65.8,73627,3,1.5,1.1,2.8,4.4,8.1,12.2,17.7,19.5,16.2,13.5,29.7,35003,46.1,288999,1602,21.1,20.8,22.2,22.7,16.7,17.6,34.3,45.7,77.9,5.1,30.9,30.4,4.2,0.6,0,30.5,3.4,39.7,7.5,12.7,12.8,34.8,15.3,4.6
,Reisterstown,Reisterstown,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.4552,-76.8144,26903,26903,2010,polygon,FALSE,FALSE,FALSE,America/New_York,2,21117 21136,1840005689,37.6,11.6,14.1,13.6,13.8,15.5,13.4,9.9,5.3,2.7,45.4,54.6,44.4,13.1,35.7,6.7,3.14,57.3,67610,3.4,3.6,3.1,4.2,4.4,4.5,12.8,20,15.2,17.1,11.7,28.8,36019,56.9,230948,1382,20.3,10.4,24,30.4,22.7,12.4,35.1,49.6,71.5,7.1,53.6,35.6,6.6,0.1,0,1.9,2.3,10.3,9.8,11.6,8.1,31.4,10.5,5.5
,Woodlawn,Woodlawn,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.3054,-76.7489,39296,39296,1590,polygon,FALSE,FALSE,FALSE,America/New_York,3,21244 21207 21228 21235 21241 21289,1840005697,37,11.5,11.5,15.2,15,13.6,14.7,10.8,5.1,2.8,47.5,52.5,42.1,13.5,38.4,5.9,3.42,59.7,66030,1.7,1.8,1.8,3.2,4,6.7,14.1,23.9,13.7,18.9,10.1,29,35156,64.6,205331,1386,20,10.7,27.7,30.3,18.2,13,31.2,50.8,70.9,6.7,23.1,59.8,13.8,0.5,0.2,0.8,1.8,6.1,10.2,7.5,3.3,31.1,8.5,7
,Maryland City,Maryland City,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,39.1016,-76.8051,17696,17696,885,polygon,FALSE,FALSE,FALSE,America/New_York,3,20724,1840005922,36.4,14.2,10.7,15.9,17.9,15.4,14.8,7.6,2.9,0.6,47.7,52.3,44.1,16.8,37.4,1.8,3.34,70.7,93410,0.3,0.7,1.2,1.2,1.7,4.3,7.3,17.6,17,26.3,22.3,48.6,47496,66.4,296016,1857,20,9.4,23.2,25.8,20.8,20.8,41.6,58.9,80.7,5.5,35.7,52,6.2,0,0,2.7,3.4,12.6,5.7,4.7,1.8,33.2,7.8,8.9
,Travilah,Travilah,,MD,Maryland,24031,Montgomery,24031,Montgomery,39.0571,-77.2458,12204,12204,297,polygon,FALSE,FALSE,FALSE,America/New_York,3,20878 20854 20850,1840005846,46.3,9.9,16.5,8.1,7.8,13.6,19.3,14.9,6.7,3,48.3,51.7,69.6,4.6,22.3,3.5,3.41,67.6,225104,1.4,0,0.8,0.2,0.8,1.6,2.8,4.6,3.5,14.6,69.7,84.3,80664,93.8,1072246,3730,19.7,2.9,6.3,11.8,27,52.1,79.1,66.5,67.7,3.3,56.1,4.3,35.7,0.1,0,0.2,3.6,5.1,5.7,2.6,5,34.8,2.7,3.1
,Elkridge,Elkridge,,MD,Maryland,24027,Howard,24027,Howard,39.1941,-76.7427,19367,19367,891,polygon,FALSE,FALSE,FALSE,America/New_York,3,21075,1840005801,33.1,15.4,14.3,13.8,18.9,13.5,13.6,6.6,3,0.8,47.1,52.9,56.4,10.9,30.1,2.6,3.29,64.9,100526,1,1.2,3.3,1.5,2.4,3.7,7.2,15.1,14.1,27.4,23.1,50.5,50623,65.7,339908,1994,20.5,6.9,18.1,23,30,22,52,53.3,78.8,3.8,58.2,23.5,12.7,0.1,0,1.4,4.2,10.9,6.6,5.9,2.9,27.4,5.5,8.9
,Havre de Grace,Havre de Grace,,MD,Maryland,24025,Harford,24025,Harford,39.5481,-76.1146,13576,13576,896,polygon,FALSE,TRUE,FALSE,America/New_York,3,21078,1840005667,45.1,9.4,9.8,11,13.7,12.1,16.9,15.1,7.6,4.5,48.4,51.6,53.6,13.8,26.2,6.4,2.94,57.3,75417,2.1,2.5,3.9,3.5,3.6,7.7,12.2,14.1,11.5,20,18.8,38.8,38827,65.5,275423,1529,17.9,8.1,25.1,28.2,22.4,16.2,38.6,42.8,68.9,9.9,75.6,16.7,3.6,0.5,0.1,0.5,3,2.7,12,9.9,0.5,28.6,3.2,13.3
,Eldersburg,Eldersburg,,MD,Maryland,24013,Carroll,24013,Carroll,39.4041,-76.9529,32064,32064,310,polygon,FALSE,FALSE,FALSE,America/New_York,3,21784 21104,1840005698,42.5,10.9,14.8,10.7,9.7,15.7,17.7,10.1,7.2,3.4,50.4,49.6,60.4,9.5,25.4,4.7,3.22,67,113549,1.2,0.8,1.4,2.3,1.9,4.9,7.5,12.1,11.6,22.5,33.8,56.3,45947,89.1,371927,1893,18.5,6,22.4,27.1,27.8,16.7,44.5,46.9,69.1,3.2,92.2,2.9,2.4,0.3,0,0.3,1.9,2.6,9.7,3.3,0.2,36.4,2.1,8.6
,Easton,Easton,,MD,Maryland,24041,Talbot,24041,Talbot,38.776,-76.0702,17742,16514,555,polygon,FALSE,TRUE,FALSE,America/New_York,3,21601,1840006089,43.3,12,10.1,12,12.6,11.6,12.8,10.8,9.7,8.8,44.9,55.1,49,16,26.2,8.9,2.72,42.3,52724,3,3.7,3.6,4,5.9,13.1,14.3,17.5,11.5,14.4,9.1,23.5,30120,57.3,275150,1185,18.6,13.7,26.5,29.8,16,14,30,45.9,60.9,4.1,80.9,13,1.9,0,0,0.7,3.4,12.1,13.4,12.2,3.8,25.7,8,10.6
,Marlboro Village,Marlboro Village,,MD,Maryland,24033,Prince George's,24033,Prince George's,38.8306,-76.7699,10398,10398,1044,polygon,FALSE,TRUE,FALSE,America/New_York,3,20772,1840039492,35,9.8,17.2,15.2,17.5,16.9,15.3,5.2,1.8,1.1,53.4,46.6,34.6,12.8,50.2,2.4,3.48,62.7,100651,0,0,2.8,0.8,1,1.3,8.3,14.4,20.9,27.2,23.3,50.5,51426,68.2,248953,1898,19.9,6.1,29.9,32.9,18.5,12.5,31,40,69.5,2.6,6.3,89,0.2,0.1,0,2,2.5,3.4,6.6,2.8,0.3,40.9,4.2,9.4
,Colesville,Colesville,,MD,Maryland,24031,Montgomery,24031,Montgomery,39.073,-77.0009,14633,14633,1103,polygon,FALSE,FALSE,FALSE,America/New_York,3,20904 20914,1840005831,45,9.6,14.3,10.2,9.2,13.8,13.8,14.9,7.8,6.4,50.4,49.6,58,9.5,27.1,5.4,3.5,66.1,117014,0.9,1.7,2.3,0.6,1.5,3.8,4.1,13,11.2,28.3,32.6,60.9,50171,89.2,439907,2039,20.2,7.7,13.9,26.3,25,27.1,52.1,51.4,64,5.4,40.4,30.3,18.1,0,0,6,5.1,14.2,11,5.7,3.6,36.3,4,7.2
,Catonsville,Catonsville,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.2646,-76.7424,41440,41440,1146,polygon,FALSE,FALSE,FALSE,America/New_York,3,21250 21228,1840005679,39.2,10.9,14.2,13.8,12.1,11.7,14.4,9.9,5.6,7.5,49.4,50.6,46,10.8,35.9,7.2,3.15,63.6,87116,1.7,1.1,1.3,2.4,2.6,7.4,10.6,16.9,14,19.8,22.1,41.9,41188,70.5,317310,1572,18.3,5.9,21,24.3,26.3,22.5,48.8,47.9,63.8,4.2,76.5,14.3,5.9,0.3,0,1.1,2,4,11.2,6.9,1.6,26.4,5.3,7.9
,Clinton,Clinton,,MD,Maryland,24033,Prince George's,24033,Prince George's,38.7499,-76.9063,39230,39230,605,polygon,FALSE,FALSE,FALSE,America/New_York,3,20735,1840005949,42,11.9,11.8,11.7,12,14.2,15.1,14.5,6.1,2.6,47.3,52.7,46.3,12.9,34.7,6.1,3.62,63.6,104854,1,1.1,1.2,2.4,1.2,4.2,3.9,13.3,17.4,27,27.4,54.4,45465,89.8,274742,2022,22.3,6.3,29.4,35,18.5,10.7,29.2,37.4,69.5,6.8,9.1,84.5,2,0.5,0.1,2,1.7,6.1,10.1,5,0.5,40.4,6,13.7
,Mays Chapel,Mays Chapel,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.4343,-76.6516,12097,12097,1259,polygon,FALSE,FALSE,FALSE,America/New_York,3,21093,1840031492,43.6,11.1,13.2,8.7,12,14,16.3,13.4,5.5,5.8,49.7,50.3,60.9,11.4,23,4.6,3.08,61.6,101855,0.6,3.8,1.6,0.3,1.4,4.7,9,15.7,11.4,22.8,28.7,51.5,49730,87,369389,1814,19.4,2.1,12.3,17.7,39.9,27.9,67.8,44.4,68.5,2.6,81.7,2.7,13.4,0.2,0,0,1.9,3,8,3.8,2.4,25.4,3.1,4.8
,Ballenger Creek,Ballenger Creek,,MD,Maryland,24021,Frederick,24021,Frederick,39.3807,-77.4206,19394,19394,693,polygon,FALSE,FALSE,FALSE,America/New_York,3,21704 21703,1840031490,35,13.7,12.9,15.3,17.3,14.8,12.3,7.1,2.8,3.8,47.5,52.5,46.1,12.4,34.9,6.6,3.11,60.1,78423,1.7,1.9,2.4,4.6,2.6,8.3,8.1,18.3,16,21.5,14.6,36.1,39445,64,241702,1578,20.2,5.1,24.2,30.9,24.7,15.1,39.8,49.3,72.4,5.1,69.5,15.9,7.4,0.1,0.5,2.8,3.8,13,9.9,9.4,4,35.7,7.5,6.9
,New Carrollton,New Carrollton,,MD,Maryland,24033,Prince George's,24033,Prince George's,38.9654,-76.8773,13023,13023,3260,polygon,FALSE,TRUE,FALSE,America/New_York,2,20784,1840005978,35.8,13.6,12.2,15.2,13.6,15,15.2,9.1,4.2,1.9,47.7,52.3,40,11.6,43.4,4.9,3.58,56.8,64659,3.2,1.3,2.2,3.8,5.2,5.9,13.5,23.1,13.7,17.5,10.6,28.1,33904,58.5,244220,1651,26,17.1,26.7,32.1,16,8.1,24.1,46.9,73.2,11.2,18.1,64.6,2.5,0.5,0,9.7,4.6,22.5,8.6,10.2,5.1,34.9,17,5.2
,California,California,,MD,Maryland,24037,St. Mary's,24037,St. Mary's,38.2969,-76.495,13440,13440,403,polygon,FALSE,FALSE,FALSE,America/New_York,3,20653 20619 20634,1840006228,34.8,17.3,10.9,16.2,15,12.9,14,7.2,4.3,2.3,50,50,51.6,13.5,31.3,3.6,3.2,52.5,81901,3.4,0.6,1.2,2.8,2.2,6.3,9.6,17.6,15.4,22.7,18.3,41,43859,69.5,269253,1599,18.3,9.6,20.7,32.6,23.7,13.5,37.2,52.2,72.2,7.3,73.7,18.1,3.1,0.3,0,1.3,3.5,8.2,10.4,9.4,0.6,26,7.2,18.4
,Carney,Carney,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.405,-76.5236,30178,30178,1671,polygon,FALSE,FALSE,FALSE,America/New_York,3,21234 21057,1840005678,40.7,12,10.8,12.6,14.1,11.2,12,10.9,6.3,10.2,47.2,52.8,45.3,11.9,32.2,10.6,3.1,51.2,63576,2.8,2.1,2.1,3.3,4.1,10.9,11.9,21.1,12.3,18.9,10.4,29.3,36942,58.3,244281,1231,18.7,8,24.8,31.3,21.1,14.8,35.9,43.9,61.8,5,69.5,18.6,8,0.1,0,0.7,3.1,3.6,13.8,7.9,1.2,28.6,5,9
,Ellicott City,Ellicott City,,MD,Maryland,24027,Howard,24027,Howard,39.2773,-76.8344,71737,71737,924,polygon,FALSE,FALSE,FALSE,America/New_York,3,21042 21043 21041,1840005802,41.5,12.4,14.9,9.1,11.3,16.1,15,11.7,5.8,3.7,48.4,51.6,64.2,7.9,23.4,4.4,3.21,63.7,124059,1.4,0.9,1.9,1.5,1.9,3.7,6,10.7,10.4,21.7,39.9,61.6,56097,75,522214,2297,18.4,4.1,13.1,17.2,29.6,36,65.6,57,68.2,3.3,59.6,8.4,28.1,0.2,0,0.7,3.1,3.1,7.8,4.2,4.2,30.7,4.4,7.6
,Redland,Redland,,MD,Maryland,24031,Montgomery,24031,Montgomery,39.1335,-77.1465,17317,17317,949,polygon,FALSE,FALSE,FALSE,America/New_York,3,20855 20877,1840005838,37.8,11.9,12.5,14.5,13.2,13.5,15.8,9.9,5.7,3,50.3,49.7,55.4,7.6,33.2,3.8,3.48,67.3,105455,1.3,0.5,1.4,0.9,1.3,6.6,7.2,14.1,13.9,25,27.9,52.9,37232,74.8,400908,1914,19.2,10.8,18.4,20,26.2,24.7,50.9,57.5,74.3,4.5,55,14.1,18.5,0.5,0.1,7.4,4.4,25.9,6.4,5.8,9.2,34.8,10.7,4.9
,Arbutus,Arbutus,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.2428,-76.6922,21167,21167,1252,polygon,FALSE,FALSE,FALSE,America/New_York,3,21227,1840005676,33.9,15.2,8.2,18.1,15.6,10.8,15.1,9.1,5,2.8,50.2,49.8,47.6,14,33.5,4.8,3.26,61.9,74443,1.6,0.9,4.8,2.2,3.4,6.9,11.7,18.9,17.3,19.4,12.8,32.2,35206,66.6,228828,1271,17.2,10.7,31.7,30.1,17.2,10.3,27.5,47.5,73.4,4.5,72.6,9.9,11.7,0.1,0.4,0.6,4.8,2.6,8.9,12.9,4.8,23.9,6.3,7
,Towson,Towson,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.3944,-76.619,58766,58766,1603,polygon,FALSE,FALSE,FALSE,America/New_York,3,21210 21212 21239 21252 21209 21204 21286 21139 21284 21285,1840005695,33.6,9.3,16.6,20.3,10.4,11.4,10.6,10.1,5.7,5.5,47.2,52.8,40,9.5,44.9,5.6,3.01,59.8,82062,4.1,2.2,3.1,3.3,2.9,7.3,8.7,15.4,10.9,18.8,23.3,42.1,34901,59.3,344914,1603,16.6,4.2,13.6,18.5,31.2,32.5,63.7,48.1,61.5,5,77.5,13.6,4.9,0.3,0,1,2.7,4.4,8.2,11.8,2.6,26.2,4.3,4.8
,Cockeysville,Cockeysville,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.4793,-76.63,20789,20789,704,polygon,FALSE,FALSE,FALSE,America/New_York,3,21031 21030 21093 21065,1840005680,34.3,13.7,8.2,20.6,15.4,11.5,12.5,9.8,5.3,3.2,48,52,44.6,11.6,37.8,6,3.11,54,60234,2.5,2.4,3.4,3.3,5,10.4,12.2,23.6,11.9,13.9,11.3,25.2,33131,33.8,309424,1331,15.8,9.3,18.8,24.4,26.8,20.6,47.4,52.1,73.2,4.2,64.2,18.3,13.4,0.6,0.1,0.8,2.7,12.4,10,9.6,5.4,25.8,11.4,5.4
,Glen Burnie,Glen Burnie,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,39.1559,-76.6072,68768,68768,1532,polygon,FALSE,FALSE,FALSE,America/New_York,3,21060 21061 21108 21062,1840005917,36.7,12.2,11.6,16.1,14.9,11.7,14,10.1,6.4,2.9,47,53,42.8,16.1,34.7,6.4,3.24,57,64273,2.1,2.2,4,2.7,3.4,8.6,14.1,21.9,13.2,17.7,10,27.7,33705,59.3,245065,1403,21.3,13.3,33.8,30.5,14.8,7.6,22.4,47.6,68.8,5.9,64.1,24,4.6,0.2,0.2,3.2,3.8,9.1,14.8,8.8,3.3,27.4,8,10.6
,Riviera Beach,Riviera Beach,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,39.1628,-76.5263,13977,13977,2049,polygon,FALSE,FALSE,FALSE,America/New_York,2,21122 21226,1840005916,35.7,13.9,12.4,14.4,16.5,10.5,12.9,11.7,4.9,2.6,49.5,50.5,53.7,15.2,25.8,5.3,3.36,59.1,84284,1.5,1.8,1.6,1,2.4,6.7,9.8,17.2,16.5,22.2,19.2,41.4,37324,85.7,256634,1644,21.8,8.5,38.4,34.3,13.8,5,18.8,36.4,70,5.3,88.3,8.4,1,0,0,0.7,1.6,2.8,10.2,7.5,1,28.3,3.2,11.9
,Landover,Landover,,MD,Maryland,24033,Prince George's,24033,Prince George's,38.9241,-76.8875,22852,22852,2206,polygon,FALSE,FALSE,FALSE,America/New_York,2,20784 20785,1840005956,32.8,17.2,12.2,15.3,16.1,12.4,13.2,7.9,4.3,1.4,48.3,51.7,29.9,15.9,48.5,5.8,3.45,51.3,53694,2.6,4.4,4.2,4.8,4.1,12.2,13.2,22.4,13.5,12.2,6.4,18.6,30806,43.5,181254,1413,24.2,18.4,37.8,28.8,9.6,5.4,15,45,72.6,9.7,11.4,77.3,1.3,0.4,0.2,8,1.4,18.3,9.1,14.4,4.9,35.2,15.8,5.6
,Arnold,Arnold,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,39.0437,-76.4974,23041,23041,822,polygon,FALSE,FALSE,FALSE,America/New_York,3,21012,1840005907,40.9,12.2,14.7,9.4,12.2,14.1,16.2,13,5.5,2.6,48.4,51.6,57,10.5,28.2,4.3,3.17,64.7,117072,1.4,0.8,1.6,0.5,2,3.3,5.7,12.6,14,24.1,34,58.1,50518,87,426608,1910,18.3,3.8,15.1,27.7,29.7,23.7,53.4,43.9,72.8,4,90.3,4.2,3.3,0.1,0,0.4,1.8,3.3,7.7,4.8,0.8,30.5,4.2,12.9
,Annapolis,Annapolis,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,38.9706,-76.5047,39321,39321,2106,polygon,FALSE,TRUE,FALSE,America/New_York,2,21401 21403 21404 21411,1840005928,37.4,13,9.3,16,16.2,12.6,11.9,11.8,6.1,3,49.3,50.7,41.4,13.1,40.7,4.8,3.14,59.2,81143,3.2,1.9,3.2,2.7,3.1,7.1,10.6,15.8,12.1,18.9,21.5,40.4,38014,49.3,395377,1827,20,12.8,20,20.4,24.8,22,46.8,45.4,72.3,4.5,64,22.1,2,0.2,0,10,1.8,20.4,11.3,9.9,4.8,26.5,11.7,10.2
,Severn,Severn,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,39.1355,-76.6958,49076,49076,1034,polygon,FALSE,FALSE,FALSE,America/New_York,3,21144 21077 21076,1840005925,36.4,13.5,12.3,14.7,14.5,14.6,14.7,9.3,4.5,1.8,49,51,53.1,11.5,31.9,3.5,3.25,65.3,100345,1.5,1.1,1.5,1.2,2.2,4.6,8.9,15.2,13.5,24,26.3,50.3,45811,73.5,342183,1861,19.7,7.4,22,29.3,25.8,15.5,41.3,52.8,75.5,6.3,50.6,33.1,9.6,0.1,0.1,1.7,4.9,8.5,10,7,3.7,28.6,5.8,15.1
,Bowie,Bowie,,MD,Maryland,24033,Prince George's,24033,Prince George's,38.9574,-76.7422,58859,58859,1185,polygon,FALSE,TRUE,FALSE,America/New_York,3,20720 20721 20716 20715 20717 20718 20719,1840005970,41.4,10.9,13.3,12,11.3,16.2,16.6,10.4,5.5,3.6,47.5,52.5,47.6,13.3,32.7,6.3,3.41,69.2,108637,1.3,1,1.2,1.3,2.2,3.5,6.6,12.4,14.8,26.1,29.7,55.8,50451,82.6,316083,1978,20.4,4.2,18.6,27.5,27.9,21.8,49.7,45.2,71.7,5.8,36.3,53.2,5.3,0.1,0,1.6,3.6,6.9,9.2,3.6,1.1,36.8,5.4,10.2
,Pasadena,Pasadena,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,39.1552,-76.5537,27484,27484,710,polygon,FALSE,FALSE,FALSE,America/New_York,3,21122 21060 21226 21412,1840005914,35,13.8,11.7,15.1,17.3,12.8,15.2,7.9,3.7,2.3,49,51,54,12.4,28.5,5.1,3.23,72.6,101208,0.8,0.5,1.3,1.7,2.9,3,7.6,17.5,13.6,28.1,23.1,51.2,42532,85,300916,1816,20.6,7.7,29.9,31,20.8,10.6,31.4,49.9,78.1,4.1,81.4,8.1,3,0,0,3.5,4,6.1,10.8,4.6,0.8,30.8,4.6,9.3
,Ferndale,Ferndale,,MD,Maryland,24003,Anne Arundel,24003,Anne Arundel,39.1869,-76.633,17627,17627,1712,polygon,FALSE,FALSE,FALSE,America/New_York,3,21061,1840005906,36.1,12.5,11.1,17.7,15.4,11.6,12.9,9.1,5.9,3.8,51.3,48.7,46.9,15.6,33.1,4.4,3.15,58.4,68904,3.9,1.6,4.2,4.6,2.4,6.5,12.8,20.2,16.8,16,11,27,32257,61.4,236919,1386,21.2,11.2,33.5,34.8,13.1,7.4,20.5,42.7,70.2,9.2,66.7,18.4,3.2,0.4,0,4.9,6.2,9.5,12.4,9.9,2.6,26.2,7.6,10.7
,Bel Air North,Bel Air North,,MD,Maryland,24025,Harford,24025,Harford,39.5544,-76.3733,31263,31263,756,polygon,FALSE,TRUE,FALSE,America/New_York,3,21050 21015 21014,1840073591,40.3,12.5,15,10.9,11.1,16.1,14.7,10.5,5.8,3.4,50.3,49.7,61.5,8.3,25,5.2,3.23,67.8,100824,1.5,0.7,1.7,1.5,3.3,3.9,8.2,14.9,14,25.5,24.9,50.4,43610,89,315726,1646,18.4,4.7,22.5,31.9,24.2,16.7,40.9,48.5,69.8,4.4,90.3,4.6,2.1,0.2,0,0.3,2.6,2,7.8,3.3,0,34.1,1.9,8.4
,North Bethesda,North Bethesda,,MD,Maryland,24031,Montgomery,24031,Montgomery,39.0393,-77.1191,50056,50056,2179,polygon,FALSE,FALSE,FALSE,America/New_York,2,20895 20814 20817 20852 20058,1840031494,39.5,11.1,10,13.3,16.4,14.5,12.9,9.7,6.2,5.9,47.5,52.5,49.6,10.5,33.9,5.9,3.07,58.9,103194,2.1,1.8,1.3,1.1,3,4.3,8.1,14.4,12.3,20,31.6,51.6,56480,52.2,551141,2012,18.7,5.5,9.3,14.9,31.4,38.8,70.2,56.7,71.1,4.5,68.8,8,14.8,0.2,0,3.9,4.3,15.5,9.2,6.9,6.5,31.7,7,5.2
,Brock Hall,Brock Hall,,MD,Maryland,24033,Prince George's,24033,Prince George's,38.8617,-76.7549,10965,10965,310,polygon,FALSE,FALSE,FALSE,America/New_York,3,20774 20772,1840024541,40,12,14.5,10.1,13.5,18.1,16.9,10.4,3.2,1.4,47.4,52.6,53.5,12.1,31,3.4,3.46,75.1,142185,1.2,0.2,1,2.2,0.8,2.6,3.4,6.1,10.8,26.5,45.3,71.8,63512,90.6,390442,2722,22.2,3.7,16.2,28.6,27.1,24.3,51.4,44.8,75.4,5.1,6.2,88,1.7,0,0,0.6,3.4,2.7,8,1.8,0,43,5,11.3
,Cambridge,Cambridge,,MD,Maryland,24019,Dorchester,24019,Dorchester,38.5515,-76.0787,14312,12376,448,polygon,FALSE,TRUE,FALSE,America/New_York,3,21613,1840006165,37.6,13.3,11.2,16.6,10.7,11.8,12.1,12,6.3,5.8,44.6,55.4,32.3,15.4,43.2,9.2,3.12,43.7,38908,4.9,5.5,10.5,7.2,8.3,10.4,14,15.4,10.2,9.6,4,13.6,24451,38.4,150618,1025,20.3,16,38.8,25.8,12.2,7.3,19.5,43.5,63.1,9.2,43.5,47.4,1.7,0.1,0,2.7,4.6,6.8,19.4,24.8,1.2,23.1,5.4,8.6
,Essex,Essex,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.3024,-76.4457,39494,39494,1647,polygon,FALSE,FALSE,FALSE,America/New_York,3,21221,1840005675,37.3,14.6,11.6,14.2,12.6,10.9,13.8,12.1,6.8,3.5,46.1,53.9,39.3,16.1,35.9,8.7,3.36,48.9,52141,3.3,4,3.6,4.3,5.4,12.2,15.2,18.8,12.9,13.2,7.2,20.4,29310,56.1,181326,1126,19.3,17.1,38.9,29.8,10.2,4.1,14.3,45.4,63.4,7.5,65.5,29.1,1.3,0,0,1.4,2.7,4.8,16.4,13.4,1.5,29.8,10,8
,Wheaton,Wheaton,,MD,Maryland,24031,Montgomery,24031,Montgomery,39.0492,-77.0572,50095,50095,2803,polygon,FALSE,FALSE,FALSE,America/New_York,2,20906 20902 20915,1840031295,36.1,13.8,12.3,14.1,16.1,15.1,12,10.7,4,2,50.4,49.6,46.8,10.5,39.4,3.4,3.79,65.5,79369,1.3,2.7,2.8,2.3,3.7,5.9,10.3,18.8,16,19.5,16.6,36.1,30893,65.3,348436,1764,23.4,22.9,21.9,19.5,19,16.6,35.6,52.7,75.3,7.4,36.2,16.7,13.2,0.4,0.3,29.1,4.1,42.6,7.2,10.4,12,34.7,17.3,4.6
,Middle River,Middle River,,MD,Maryland,24005,Baltimore,24005,Baltimore,39.3345,-76.4318,25654,25654,1273,polygon,FALSE,FALSE,FALSE,America/New_York,3,21220 21221,1840005682,38,13.7,12,13.7,13.9,12,14,11.1,6.1,3.4,47.2,52.8,47.8,15,30,7.1,3.25,51.5,59113,2.9,3.1,1.9,2.8,5,10.3,15.4,21.4,14.2,16.1,6.8,22.9,31264,57.2,162912,1216,21.2,14.1,40,28.4,11.6,5.9,17.5,49,67.7,6.3,64.7,27.7,3.7,0.5,0,0.1,3.3,6.1,15.4,10.6,3,30.9,10.7,8.8
,Forestville,Forestville,,MD,Maryland,24033,Prince George's,24033,Prince George's,38.8518,-76.8708,11689,11689,1149,polygon,FALSE,FALSE,FALSE,America/New_York,3,20747,1840005942,37.3,13.2,11.8,13,15.9,10.3,16.4,12.8,5,1.9,47.7,52.3,36.9,14.7,42.2,6.3,3.46,59.1,66799,2.3,3.1,3.2,2.7,2.5,4.4,14.3,25.3,11.4,20.2,10.6,30.8,35433,70.9,193465,1571,25.5,9.3,37.5,32.7,12.5,8.1,20.6,42.6,73.6,9.1,8.1,88.2,0.7,0,0,2,1,6.4,12.9,10.9,1.4,37.6,7.1,11
